epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2935.72,0.28693,0.40264,0.88087,0.95139,0.8779,0.96601,0.88815,0.39254,0.63477,0.8769,0.0001189,0.0001189,0.0001189
180,2950.85,0.29348,0.39079,0.86649,0.95361,0.88111,0.96521,0.88446,0.39861,0.63527,0.87974,0.00011395,0.00011395,0.00011395
181,2965.91,0.31456,0.40073,0.87974,0.93924,0.89816,0.96438,0.88102,0.39685,0.63087,0.87977,0.000109,0.000109,0.000109
182,2980.96,0.29569,0.39678,0.86403,0.94244,0.89841,0.96295,0.88294,0.39583,0.62697,0.87986,0.00010405,0.00010405,0.00010405
183,2996.21,0.30219,0.39206,0.86949,0.92326,0.91063,0.96091,0.88191,0.39194,0.62653,0.87895,9.91e-05,9.91e-05,9.91e-05
184,3011.4,0.28136,0.36785,0.8523,0.92508,0.90926,0.96206,0.88208,0.3884,0.62176,0.87831,9.415e-05,9.415e-05,9.415e-05
185,3026.53,0.27905,0.37989,0.85824,0.92491,0.90866,0.95997,0.87723,0.38538,0.61885,0.87773,8.92e-05,8.92e-05,8.92e-05
186,3041.64,0.29135,0.37023,0.86527,0.95357,0.87958,0.9613,0.87914,0.38927,0.61508,0.87924,8.425e-05,8.425e-05,8.425e-05
187,3056.75,0.29813,0.39464,0.877,0.95451,0.87973,0.96213,0.87979,0.39164,0.61855,0.87841,7.93e-05,7.93e-05,7.93e-05
188,3071.93,0.29176,0.39862,0.89462,0.95397,0.87999,0.96245,0.88016,0.39535,0.6235,0.87891,7.435e-05,7.435e-05,7.435e-05
189,3087.02,0.27786,0.37315,0.8571,0.95365,0.87866,0.96545,0.88182,0.39531,0.62766,0.87898,6.94e-05,6.94e-05,6.94e-05
190,3102.15,0.28576,0.38197,0.87996,0.95335,0.87793,0.9667,0.87823,0.3932,0.62941,0.87794,6.445e-05,6.445e-05,6.445e-05
191,3117.41,0.18869,0.37466,0.79092,0.95032,0.88078,0.96643,0.88385,0.38889,0.63161,0.87236,5.95e-05,5.95e-05,5.95e-05
192,3132.54,0.18708,0.36828,0.79532,0.94939,0.88111,0.96609,0.88086,0.39041,0.6358,0.87175,5.455e-05,5.455e-05,5.455e-05
193,3147.61,0.20387,0.38451,0.78937,0.94573,0.88591,0.96637,0.88487,0.38894,0.63941,0.86905,4.96e-05,4.96e-05,4.96e-05
194,3162.76,0.18414,0.35325,0.79483,0.94443,0.88531,0.9667,0.88692,0.38684,0.64087,0.86723,4.465e-05,4.465e-05,4.465e-05
195,3178.79,0.19763,0.36675,0.81029,0.94573,0.88252,0.96726,0.8877,0.38449,0.64341,0.86538,3.97e-05,3.97e-05,3.97e-05
196,3193.95,0.20436,0.39255,0.79123,0.92418,0.90382,0.96855,0.89465,0.38219,0.64416,0.86285,3.475e-05,3.475e-05,3.475e-05
197,3209.07,0.19268,0.37353,0.7822,0.92207,0.90614,0.96723,0.89486,0.37989,0.64341,0.86161,2.98e-05,2.98e-05,2.98e-05
198,3225.43,0.19126,0.36044,0.79883,0.92196,0.9102,0.96716,0.8951,0.3767,0.64096,0.85983,2.485e-05,2.485e-05,2.485e-05
199,3240.97,0.18183,0.36667,0.78685,0.92434,0.90796,0.9671,0.89682,0.37497,0.63876,0.85849,1.99e-05,1.99e-05,1.99e-05
200,3256.26,0.18593,0.36833,0.79858,0.9271,0.90774,0.9664,0.89839,0.37008,0.62658,0.85649,1.495e-05,1.495e-05,1.495e-05
